InvoiceID,Date,Time,CustomerID,ProductID,Quantity
C540780,2011-01-11,11:19:00,14299,21843,-4
C540780,2011-01-11,11:19:00,14299,22865,-24
C540780,2011-01-11,11:19:00,14299,84988,-1
C540781,2011-01-11,11:22:00,16875,22963,-8
C540781,2011-01-11,11:22:00,16875,22962,-2
C540781,2011-01-11,11:22:00,16875,22776,-1
C540781,2011-01-11,11:22:00,16875,22767,-1
C540781,2011-01-11,11:22:00,16875,22720,-1
C540781,2011-01-11,11:22:00,16875,22171,-1
C540783,2011-01-11,11:38:00,17629,84029E,-8
C540784,2011-01-11,11:39:00,13126,84766,-12
C540786,2011-01-11,11:42:00,15194,22156,-3
C540786,2011-01-11,11:42:00,15194,22666,-1
C540786,2011-01-11,11:42:00,15194,22720,-1
C540786,2011-01-11,11:42:00,15194,22907,-7
C540787,2011-01-11,11:45:00,13408,22364,-12
C540787,2011-01-11,11:45:00,13408,22360,-4
C540788,2011-01-11,11:46:00,13576,84813,-1
C540788,2011-01-11,11:46:00,13576,21231,-2
C540788,2011-01-11,11:46:00,13576,20829,-2
C540790,2011-01-11,11:48:00,16145,85170D,-2
C540791,2011-01-11,11:49:00,13534,22780,-1
C540792,2011-01-11,11:50:00,16203,22725,-1
C540793,2011-01-11,11:53:00,14295,POST,-1
C540793,2011-01-11,11:53:00,14295,22942,-1
C540796,2011-01-11,12:03:00,15107,22168,-1
C540814,2011-01-11,12:50:00,15518,20914,-1
C540820,2011-01-11,13:09:00,15518,22659,-6
C540837,2011-01-11,15:02:00,14733,21733,-1
C540837,2011-01-11,15:02:00,14733,22776,-2
C540837,2011-01-11,15:02:00,14733,21844,-1
C540837,2011-01-11,15:02:00,14733,21527,-2
C540837,2011-01-11,15:02:00,14733,85123A,-1
C540837,2011-01-11,15:02:00,14733,22890,-1
C540837,2011-01-11,15:02:00,14733,84978,-2
C540837,2011-01-11,15:02:00,14733,84949,-15
C540837,2011-01-11,15:02:00,14733,71477,-4
C540837,2011-01-11,15:02:00,14733,82483,-2
C540841,2011-01-11,16:14:00,15602,POST,-1
C540841,2011-01-11,16:14:00,15602,22217,-40
C540843,2011-01-11,16:21:00,15602,22178,-48
C540845,2011-01-11,16:57:00,16191,22970,-4
C540846,2011-01-11,16:59:00,13162,37342,-24
C540846,2011-01-11,16:59:00,13162,22342,-24
C540846,2011-01-11,16:59:00,13162,85034C,-2
C540847,2011-01-11,17:35:00,13458,22198,-6
C540847,2011-01-11,17:35:00,13458,22197,-2
C540850,2011-01-12,09:41:00,12665,21231,-1
C540852,2011-01-12,09:48:00,15197,84078A,-12
C540853,2011-01-12,09:52:00,12413,22634,-1
C540860,2011-01-12,11:04:00,15953,35400,-1
C540860,2011-01-12,11:04:00,15953,22776,-1
C540895,2011-01-12,11:45:00,17095,21217,-1
C540937,2011-01-12,12:09:00,14748,POST,-1
C540937,2011-01-12,12:09:00,14748,22932,-24
C540937,2011-01-12,12:09:00,14748,22654,-6
C540938,2011-01-12,12:10:00,15061,85178,-48
C540942,2011-01-12,12:30:00,13113,85066,-2
C540942,2011-01-12,12:30:00,13113,37448,-1
C540942,2011-01-12,12:30:00,13113,22423,-3
C540944,2011-01-12,12:40:00,16554,22822,-1
C540948,2011-01-12,12:47:00,13093,22941,-2
C540948,2011-01-12,12:47:00,13093,22943,-4
C540948,2011-01-12,12:47:00,13093,22665,-1
C540948,2011-01-12,12:47:00,13093,20914,-2
C540949,2011-01-12,12:49:00,13093,22962,-2
C540949,2011-01-12,12:49:00,13093,21209,-2
C540950,2011-01-12,12:51:00,18226,22960,-1
C540952,2011-01-12,13:12:00,14606,21531,-1
C541007,2011-01-13,10:47:00,13078,35004B,-4
C541009,2011-01-13,10:56:00,17581,22943,-1
C541009,2011-01-13,10:56:00,17581,22411,-1
C541009,2011-01-13,10:56:00,17581,21735,-1
C541009,2011-01-13,10:56:00,17581,22727,-1
C541089,2011-01-13,12:41:00,14229,22456,-1
C541090,2011-01-13,12:52:00,17406,22649,-1
C541090,2011-01-13,12:52:00,17406,35471D,-1
C541092,2011-01-13,12:56:00,13473,22700,-6
C541117,2011-01-13,17:09:00,15100,21258,-3
C541201,2011-01-14,12:05:00,13081,22951,-24
C541222,2011-01-14,14:33:00,14299,22423,-9
C541229,2011-01-14,16:43:00,16359,22496,-4
C541231,2011-01-14,16:55:00,13455,72807A,-1
C541231,2011-01-14,16:55:00,13455,22800,-1
C541231,2011-01-14,16:55:00,13455,22423,-1
C541231,2011-01-14,16:55:00,13455,22278,-3
C541231,2011-01-14,16:55:00,13455,22059,-1
C541231,2011-01-14,16:55:00,13455,21539,-1
C541232,2011-01-14,16:58:00,16235,22722,-1
C541232,2011-01-14,16:58:00,16235,22720,-1
C541233,2011-01-14,17:00:00,13107,22439,-4
C541233,2011-01-14,17:00:00,13107,21539,-1
C541234,2011-01-14,17:11:00,13862,22441,-1
C541234,2011-01-14,17:11:00,13862,22960,-2
C541235,2011-01-14,17:13:00,16670,22358,-2
C541237,2011-01-14,17:26:00,13599,22664,-1
C541245,2011-01-16,12:40:00,15535,85036C,-12
C541254,2011-01-16,13:53:00,17841,21667,-2
C541257,2011-01-16,14:48:00,18069,22111,-1
C541261,2011-01-16,15:48:00,14404,22476,-8
C541284,2011-01-17,12:45:00,17744,M,-36
C541415,2011-01-17,16:20:00,14292,21527,-1
C541415,2011-01-17,16:20:00,14292,85123A,-1
C541415,2011-01-17,16:20:00,14292,22464,-1
C541416,2011-01-17,16:23:00,14606,22327,-1
C541418,2011-01-17,16:45:00,13883,22809,-12
C541433,2011-01-18,10:17:00,12346,23166,-74215
C541498,2011-01-18,15:21:00,13693,22776,-1
C541499,2011-01-18,15:23:00,13693,84819,-1
C541499,2011-01-18,15:23:00,13693,22766,-1
C541499,2011-01-18,15:23:00,13693,22325,-3
C541501,2011-01-18,15:26:00,13458,85118,-7
C541502,2011-01-18,15:30:00,18190,22768,-1
C541503,2011-01-18,15:31:00,15291,22170,-1
C541512,2011-01-18,16:52:00,17576,85036B,-6
C541572,2011-01-19,12:39:00,15171,22669,-50
C541572,2011-01-19,12:39:00,15171,22668,-50
C541573,2011-01-19,12:47:00,15311,22778,-4
C541586,2011-01-19,14:36:00,12383,21218,-3
C541589,2011-01-19,14:44:00,15831,79323W,-8
C541603,2011-01-19,17:21:00,14572,22838,-1
C541641,2011-01-20,11:00:00,17841,21671,-1
C541641,2011-01-20,11:00:00,17841,21672,-1
C541654,2011-01-20,11:53:00,12540,21843,-6
C541656,2011-01-20,12:07:00,17315,21528,-1
C541656,2011-01-20,12:07:00,17315,22178,-1
C541656,2011-01-20,12:07:00,17315,21537,-1
C541674,2011-01-20,13:19:00,16892,22606,-1
C541688,2011-01-20,16:15:00,12683,22423,-4
C541689,2011-01-20,16:16:00,13090,22618,-17
C541691,2011-01-20,16:22:00,13090,22138,-6
C541693,2011-01-20,17:02:00,14309,20941,-2
C541693,2011-01-20,17:02:00,14309,22699,-1
C541693,2011-01-20,17:02:00,14309,22697,-3
C541693,2011-01-20,17:02:00,14309,22617,-1
C541693,2011-01-20,17:02:00,14309,22636,-1
C541693,2011-01-20,17:02:00,14309,84945,-6
C541694,2011-01-20,17:06:00,17364,22440,-10
C541694,2011-01-20,17:06:00,17364,22437,-10
C541694,2011-01-20,17:06:00,17364,22423,-1
C541701,2011-01-21,09:26:00,14895,22359,-2
C541701,2011-01-21,09:26:00,14895,35400,-4
C541701,2011-01-21,09:26:00,14895,21527,-1
C541704,2011-01-21,10:25:00,13284,21519,-12
C541705,2011-01-21,10:29:00,13854,22487,-4
C541707,2011-01-21,11:07:00,18223,85099C,-10
C541707,2011-01-21,11:07:00,18223,22196,-1
C541707,2011-01-21,11:07:00,18223,21231,-4
C541707,2011-01-21,11:07:00,18223,22198,-3
C541710,2011-01-21,11:17:00,14320,85123A,-3
C541710,2011-01-21,11:17:00,14320,22904,-2
C541710,2011-01-21,11:17:00,14320,22561,-12
C541710,2011-01-21,11:17:00,14320,22558,-12
C541710,2011-01-21,11:17:00,14320,21974,-12
C541710,2011-01-21,11:17:00,14320,21880,-12
C541710,2011-01-21,11:17:00,14320,21874,-3
C541710,2011-01-21,11:17:00,14320,21791,-12
C541710,2011-01-21,11:17:00,14320,21733,-2
C541710,2011-01-21,11:17:00,14320,21470,-4
C541710,2011-01-21,11:17:00,14320,21210,-12
C541735,2011-01-21,11:35:00,12626,22138,-6
C541735,2011-01-21,11:35:00,12626,22617,-3
C541735,2011-01-21,11:35:00,12626,21080,-5
C541735,2011-01-21,11:35:00,12626,22908,-2
C541735,2011-01-21,11:35:00,12626,37495,-2
C541735,2011-01-21,11:35:00,12626,22960,-1
C541779,2011-01-21,11:50:00,13102,21481,-2
C541779,2011-01-21,11:50:00,13102,22663,-10
C541779,2011-01-21,11:50:00,13102,22659,-12
C541786,2011-01-21,12:54:00,14441,22423,-3
C541787,2011-01-21,12:56:00,12829,84816,-1
C541790,2011-01-21,13:07:00,14175,82581,-12
C541790,2011-01-21,13:07:00,14175,82580,-12
C541790,2011-01-21,13:07:00,14175,82578,-12
C541817,2011-01-21,16:11:00,13929,21340,-4
C541818,2011-01-21,16:34:00,17389,22207,-1
C541821,2011-01-21,16:41:00,15281,84968D,-1
C541821,2011-01-21,16:41:00,15281,84818,-3
C541821,2011-01-21,16:41:00,15281,84631,-1
C541821,2011-01-21,16:41:00,15281,22973,-1
C541821,2011-01-21,16:41:00,15281,22960,-2
C541822,2011-01-21,16:53:00,15658,22778,-2
C541822,2011-01-21,16:53:00,15658,22697,-1
C541822,2011-01-21,16:53:00,15658,22699,-2
C541822,2011-01-21,16:53:00,15658,22926,-1
C541823,2011-01-21,16:55:00,17677,21155,-1
C541824,2011-01-21,16:58:00,15939,22456,-3
C541825,2011-01-21,17:01:00,12652,21877,-1
C541825,2011-01-21,17:01:00,12652,21875,-1
C541825,2011-01-21,17:01:00,12652,20914,-1
C541826,2011-01-21,17:04:00,18260,22149,-1
C541826,2011-01-21,17:04:00,18260,22423,-1
C541826,2011-01-21,17:04:00,18260,71459,-4
C541828,2011-01-21,17:06:00,13769,84945,-2
C541828,2011-01-21,17:06:00,13769,21903,-1
C541829,2011-01-21,17:08:00,14175,22220,-2
C541829,2011-01-21,17:08:00,14175,22060,-2
C541831,2011-01-21,17:12:00,18223,22943,-1
C541833,2011-01-21,17:18:00,17644,22634,-1
C541834,2011-01-21,17:24:00,17048,85118,-6
C541852,2011-01-23,14:21:00,17841,21781,-1
C541861,2011-01-23,15:48:00,13742,22796,-2
C541863,2011-01-23,16:08:00,13798,21231,-4
C541863,2011-01-23,16:08:00,13798,20711,-4
C541863,2011-01-23,16:08:00,13798,21936,-1
C541863,2011-01-23,16:08:00,13798,21932,-1
C541863,2011-01-23,16:08:00,13798,20725,-1
C541863,2011-01-23,16:08:00,13798,85099B,-6
C541863,2011-01-23,16:08:00,13798,21181,-1
C541863,2011-01-23,16:08:00,13798,82551,-2
C541863,2011-01-23,16:08:00,13798,82583,-1
C541863,2011-01-23,16:08:00,13798,20727,-1
C541863,2011-01-23,16:08:00,13798,37446,-1
C541863,2011-01-23,16:08:00,13798,37449,-2
C541863,2011-01-23,16:08:00,13798,35924,-2
C541863,2011-01-23,16:08:00,13798,37450,-1
C541863,2011-01-23,16:08:00,13798,82583,-5
C541863,2011-01-23,16:08:00,13798,22065,-2
C541863,2011-01-23,16:08:00,13798,21231,-9
C541868,2011-01-24,09:30:00,14796,21232,-2
C541868,2011-01-24,09:30:00,14796,22423,-1
C541868,2011-01-24,09:30:00,14796,22059,-3
C541868,2011-01-24,09:30:00,14796,37448,-4
C541868,2011-01-24,09:30:00,14796,22067,-2
C541885,2011-01-24,11:14:00,16782,85123A,-1
C541897,2011-01-24,11:30:00,15039,22170,-12
C541959,2011-01-24,12:35:00,14692,21034,-10
C541961,2011-01-24,12:58:00,17799,22767,-2
C541961,2011-01-24,12:58:00,17799,22768,-1
C541964,2011-01-24,13:13:00,15291,84849D,-21
C541994,2011-01-25,09:49:00,14113,22111,-24
C542032,2011-01-25,11:45:00,15311,22778,-7
C542038,2011-01-25,11:47:00,14534,22727,-1
C542060,2011-01-25,12:01:00,14680,22198,-1
C542060,2011-01-25,12:01:00,14680,20726,-2
C542060,2011-01-25,12:01:00,14680,20725,-2
C542060,2011-01-25,12:01:00,14680,20728,-3
C542060,2011-01-25,12:01:00,14680,21936,-1
C542060,2011-01-25,12:01:00,14680,21430,-2
C542060,2011-01-25,12:01:00,14680,21258,-3
C542078,2011-01-25,12:11:00,12854,22461,-1
C542078,2011-01-25,12:11:00,12854,22189,-1
C542082,2011-01-25,12:25:00,15213,20725,-2
C542086,2011-01-25,12:34:00,18277,22423,-1
C542088,2011-01-25,12:36:00,12553,22556,-12
C542089,2011-01-25,12:39:00,12681,22301,-3
C542089,2011-01-25,12:39:00,12681,22300,-2
C542091,2011-01-25,12:41:00,17091,22485,-1
C542091,2011-01-25,12:41:00,17091,22442,-1
C542091,2011-01-25,12:41:00,17091,22960,-1
C542092,2011-01-25,12:45:00,14389,20725,-1
C542092,2011-01-25,12:45:00,14389,21931,-1
C542092,2011-01-25,12:45:00,14389,20723,-2
C542092,2011-01-25,12:45:00,14389,20727,-1
C542092,2011-01-25,12:45:00,14389,22663,-1
C542092,2011-01-25,12:45:00,14389,85099B,-2
C542094,2011-01-25,12:47:00,13310,22236,-1
C542094,2011-01-25,12:47:00,13310,21537,-2
C542095,2011-01-25,12:49:00,17730,21877,-5
C542097,2011-01-25,12:52:00,14215,22701,-4
C542101,2011-01-25,13:15:00,12471,22937,-7
C542101,2011-01-25,13:15:00,12471,22649,-1
C542101,2011-01-25,13:15:00,12471,22423,-2
C542104,2011-01-25,13:26:00,16191,22865,-1
C542104,2011-01-25,13:26:00,16191,22960,-2
C542138,2011-01-25,17:21:00,17368,84536B,-32
C542138,2011-01-25,17:21:00,17368,84536A,-32
C542138,2011-01-25,17:21:00,17368,51014L,-72
C542138,2011-01-25,17:21:00,17368,51014A,-72
C542138,2011-01-25,17:21:00,17368,22537,-48
C542138,2011-01-25,17:21:00,17368,22535,-48
C542138,2011-01-25,17:21:00,17368,22418,-24
C542138,2011-01-25,17:21:00,17368,22356,-10
C542138,2011-01-25,17:21:00,17368,22211,-48
C542138,2011-01-25,17:21:00,17368,20975,-48
C542138,2011-01-25,17:21:00,17368,20974,-48
C542138,2011-01-25,17:21:00,17368,20866,-120
C542138,2011-01-25,17:21:00,17368,20857,-15
C542138,2011-01-25,17:21:00,17368,20856,-10
C542138,2011-01-25,17:21:00,17368,20854,-14
C542138,2011-01-25,17:21:00,17368,20723,-10
C542138,2011-01-25,17:21:00,17368,16237,-60
C542139,2011-01-25,17:24:00,17094,22442,-4
C542140,2011-01-25,17:33:00,12947,22929,-2
C542150,2011-01-26,10:30:00,14049,22319,-6
C542150,2011-01-26,10:30:00,14049,22492,-1
C542150,2011-01-26,10:30:00,14049,21559,-1
C542150,2011-01-26,10:30:00,14049,21703,-1
C542150,2011-01-26,10:30:00,14049,21579,-2
C542218,2011-01-26,12:36:00,14606,22198,-1
C542218,2011-01-26,12:36:00,14606,22494,-1
C542218,2011-01-26,12:36:00,14606,35971,-1
C542232,2011-01-26,13:44:00,16714,22655,-2
C542244,2011-01-26,15:04:00,13098,22960,-1
C542245,2011-01-26,15:06:00,13098,22380,-1
C542245,2011-01-26,15:06:00,13098,22383,-1
C542245,2011-01-26,15:06:00,13098,20726,-1
C542245,2011-01-26,15:06:00,13098,22729,-1
C542245,2011-01-26,15:06:00,13098,22727,-2
C542245,2011-01-26,15:06:00,13098,22726,-2
C542245,2011-01-26,15:06:00,13098,22943,-2
C542245,2011-01-26,15:06:00,13098,22941,-3
C542256,2011-01-26,17:04:00,17722,22116,-12
C542256,2011-01-26,17:04:00,17722,21883,-1
C542256,2011-01-26,17:04:00,17722,22471,-1
C542256,2011-01-26,17:04:00,17722,22095,-1
C542257,2011-01-26,17:06:00,14341,22841,-2
C542259,2011-01-26,17:09:00,16656,22625,-1
C542260,2011-01-26,17:11:00,13890,85150,-2
C542261,2011-01-26,17:13:00,17306,22971,-2
C542261,2011-01-26,17:13:00,17306,22970,-6
C542262,2011-01-26,17:15:00,17591,21843,-1
C542263,2011-01-26,17:16:00,14849,22699,-1
C542264,2011-01-26,17:25:00,15215,22423,-2
C542264,2011-01-26,17:25:00,15215,48138,-1
C542270,2011-01-27,09:35:00,13050,22960,-1
C542271,2011-01-27,09:40:00,12637,84927E,-2
C542271,2011-01-27,09:40:00,12637,84927D,-2
C542271,2011-01-27,09:40:00,12637,21068,-5
C542273,2011-01-27,10:01:00,12578,21936,-2
C542273,2011-01-27,10:01:00,12578,22099,-9
C542273,2011-01-27,10:01:00,12578,20980,-9
C542273,2011-01-27,10:01:00,12578,22301,-1
C542273,2011-01-27,10:01:00,12578,22300,-1
C542346,2011-01-27,12:00:00,12709,21896,-2
C542346,2011-01-27,12:00:00,12709,22591,-1
C542346,2011-01-27,12:00:00,12709,22423,-4
C542346,2011-01-27,12:00:00,12709,22467,-3
C542346,2011-01-27,12:00:00,12709,85232B,-5
C542346,2011-01-27,12:00:00,12709,21658,-1
C542346,2011-01-27,12:00:00,12709,22596,-1
C542346,2011-01-27,12:00:00,12709,22606,-1
C542348,2011-01-27,12:09:00,12539,M,-1
C542352,2011-01-27,12:18:00,15596,22666,-1
C542366,2011-01-27,12:54:00,13777,85174,-1
C542366,2011-01-27,12:54:00,13777,20934,-2
C542366,2011-01-27,12:54:00,13777,21137,-2
C542366,2011-01-27,12:54:00,13777,22041,-7
C542366,2011-01-27,12:54:00,13777,21232,-10
C542366,2011-01-27,12:54:00,13777,22095,-8
C542366,2011-01-27,12:54:00,13777,35004C,-10
C542366,2011-01-27,12:54:00,13777,15056P,-1
C542366,2011-01-27,12:54:00,13777,15056N,-1
C542366,2011-01-27,12:54:00,13777,72802A,-1
C542376,2011-01-27,13:44:00,13777,M,-1
C542376,2011-01-27,13:44:00,13777,M,-2
C542383,2011-01-27,14:26:00,14299,22423,-13
C542385,2011-01-27,14:32:00,14290,22457,-1
C542385,2011-01-27,14:32:00,14290,22943,-1
C542395,2011-01-27,15:12:00,17389,85126,-1
C542400,2011-01-27,15:49:00,15189,22183,-1
C542402,2011-01-27,16:05:00,16124,22960,-2
C542402,2011-01-27,16:05:00,16124,22847,-1
C542402,2011-01-27,16:05:00,16124,22849,-1
C542402,2011-01-27,16:05:00,16124,22848,-1
C542402,2011-01-27,16:05:00,16124,84978,-2
C542403,2011-01-27,16:07:00,13534,22776,-3
C542403,2011-01-27,16:07:00,13534,22789,-1
C542404,2011-01-27,16:08:00,13534,22776,-3
C542404,2011-01-27,16:08:00,13534,85099F,-1
C542404,2011-01-27,16:08:00,13534,20711,-1
C542413,2011-01-27,17:11:00,16923,21876,-1
C542413,2011-01-27,17:11:00,16923,22699,-2
C542413,2011-01-27,17:11:00,16923,22940,-12
C542413,2011-01-27,17:11:00,16923,22144,-30
C542413,2011-01-27,17:11:00,16923,21756,-2
C542413,2011-01-27,17:11:00,16923,22952,-24
C542413,2011-01-27,17:11:00,16923,21876,-5
C542413,2011-01-27,17:11:00,16923,22149,-10
C542413,2011-01-27,17:11:00,16923,22112,-6
C542413,2011-01-27,17:11:00,16923,22960,-4
C542413,2011-01-27,17:11:00,16923,22910,-18
C542413,2011-01-27,17:11:00,16923,22909,-24
C542413,2011-01-27,17:11:00,16923,22141,-6
C542413,2011-01-27,17:11:00,16923,22142,-10
C542413,2011-01-27,17:11:00,16923,21485,-6
C542416,2011-01-27,17:23:00,16133,85059,-3
C542416,2011-01-27,17:23:00,16133,85054,-2
C542421,2011-01-27,18:08:00,17180,37446,-1
C542424,2011-01-28,09:18:00,18075,22456,-1
C542424,2011-01-28,09:18:00,18075,85123A,-3
C542424,2011-01-28,09:18:00,18075,22178,-1
C542424,2011-01-28,09:18:00,18075,22156,-5
C542424,2011-01-28,09:18:00,18075,21733,-1
C542426,2011-01-28,09:32:00,14146,85199S,-24
C542426,2011-01-28,09:32:00,14146,85199L,-12
C542426,2011-01-28,09:32:00,14146,85049E,-12
C542426,2011-01-28,09:32:00,14146,84946,-12
C542426,2011-01-28,09:32:00,14146,84945,-12
C542426,2011-01-28,09:32:00,14146,22969,-24
C542426,2011-01-28,09:32:00,14146,22853,-6
C542426,2011-01-28,09:32:00,14146,22852,-4
C542426,2011-01-28,09:32:00,14146,22845,-2
C542426,2011-01-28,09:32:00,14146,22844,-2
C542426,2011-01-28,09:32:00,14146,22837,-36
C542426,2011-01-28,09:32:00,14146,22834,-48
C542426,2011-01-28,09:32:00,14146,22810,-48
C542426,2011-01-28,09:32:00,14146,22752,-24
C542426,2011-01-28,09:32:00,14146,22746,-6
C542426,2011-01-28,09:32:00,14146,22745,-6
C542426,2011-01-28,09:32:00,14146,22654,-3
C542426,2011-01-28,09:32:00,14146,22653,-10
C542426,2011-01-28,09:32:00,14146,22652,-10
C542426,2011-01-28,09:32:00,14146,22423,-2
C542426,2011-01-28,09:32:00,14146,22418,-24
C542426,2011-01-28,09:32:00,14146,22398,-12
C542426,2011-01-28,09:32:00,14146,22299,-24
C542426,2011-01-28,09:32:00,14146,22219,-12
C542426,2011-01-28,09:32:00,14146,22077,-12
C542426,2011-01-28,09:32:00,14146,22075,-12
C542426,2011-01-28,09:32:00,14146,22074,-12
C542426,2011-01-28,09:32:00,14146,21874,-12
C542426,2011-01-28,09:32:00,14146,21677,-12
C542426,2011-01-28,09:32:00,14146,21675,-12
C542426,2011-01-28,09:32:00,14146,21484,-36
C542426,2011-01-28,09:32:00,14146,21481,-36
C542426,2011-01-28,09:32:00,14146,21340,-8
C542426,2011-01-28,09:32:00,14146,20972,-12
C542426,2011-01-28,09:32:00,14146,20971,-12
C542427,2011-01-28,09:34:00,14180,85159A,-1
C542537,2011-01-28,13:54:00,12501,22654,-1
C542537,2011-01-28,13:54:00,12501,22138,-1
C542537,2011-01-28,13:54:00,12501,22892,-3
C542537,2011-01-28,13:54:00,12501,21041,-1
C542537,2011-01-28,13:54:00,12501,22352,-1
C542537,2011-01-28,13:54:00,12501,22195,-1
C542537,2011-01-28,13:54:00,12501,21121,-24
C542537,2011-01-28,13:54:00,12501,21918,-12
C542537,2011-01-28,13:54:00,12501,21917,-12
C542537,2011-01-28,13:54:00,12501,22558,-2
C542537,2011-01-28,13:54:00,12501,21216,-3
C542539,2011-01-28,14:07:00,14229,22567,-12
C542539,2011-01-28,14:07:00,14229,22423,-7
C542588,2011-01-28,15:57:00,12997,21730,-2
C542588,2011-01-28,15:57:00,12997,21658,-1
C542588,2011-01-28,15:57:00,12997,21313,-5
C542589,2011-01-28,15:58:00,14709,22456,-2
C542593,2011-01-28,16:50:00,15549,22073,-10
C542604,2011-01-30,12:35:00,13148,22796,-3
C542604,2011-01-30,12:35:00,13148,22625,-1
C542604,2011-01-30,12:35:00,13148,22768,-1
C542604,2011-01-30,12:35:00,13148,22666,-1
C542604,2011-01-30,12:35:00,13148,21352,-3
C542604,2011-01-30,12:35:00,13148,21351,-5
C542604,2011-01-30,12:35:00,13148,21262,-2
C542604,2011-01-30,12:35:00,13148,84799,-48
C542635,2011-01-31,10:43:00,14688,21977,-1
C542635,2011-01-31,10:43:00,14688,21212,-2
C542637,2011-01-31,10:44:00,14688,22667,-6
C542638,2011-01-31,11:15:00,13396,35004C,-3
C542639,2011-01-31,11:18:00,16570,22941,-1
C542640,2011-01-31,11:22:00,16839,22423,-4
C542642,2011-01-31,11:27:00,15827,22841,-2
C542642,2011-01-31,11:27:00,15827,22720,-1
C542642,2011-01-31,11:27:00,15827,22423,-1
C542643,2011-01-31,11:29:00,13615,22087,-6
C542644,2011-01-31,11:33:00,15497,84678,-2
C542645,2011-01-31,11:37:00,14180,22760,-1
C542693,2011-01-31,12:36:00,12908,15036,-600
C542704,2011-01-31,12:48:00,15189,22178,-42
C542714,2011-01-31,13:28:00,12437,21843,-5
C542721,2011-01-31,14:37:00,14502,22138,-1
C542721,2011-01-31,14:37:00,14502,21430,-1
C542726,2011-01-31,15:08:00,16191,22701,-2
C542726,2011-01-31,15:08:00,16191,22700,-3
C542730,2011-01-31,15:27:00,13506,22798,-1
C542730,2011-01-31,15:27:00,13506,22227,-1
C542730,2011-01-31,15:27:00,13506,21314,-1
C542732,2011-01-31,15:31:00,14180,22763,-2
C542734,2011-01-31,15:36:00,14442,22169,-2
C542734,2011-01-31,15:36:00,14442,22170,-2
C542738,2011-01-31,15:53:00,13089,84078A,-12
C542740,2011-01-31,15:59:00,12853,22652,-1
C542740,2011-01-31,15:59:00,12853,22926,-1
C542740,2011-01-31,15:59:00,12853,22934,-3
C542742,2011-01-31,16:26:00,15358,85124B,-6
C542742,2011-01-31,16:26:00,15358,22821,-12
C542742,2011-01-31,16:26:00,15358,84535B,-94
C542744,2011-01-31,16:32:00,16191,22700,-10
C542744,2011-01-31,16:32:00,16191,22701,-2
C542748,2011-01-31,16:53:00,15881,22969,-12
C542753,2011-01-31,16:57:00,15881,22649,-1
C542781,2011-02-01,09:38:00,12626,21731,-12
C542781,2011-02-01,09:38:00,12626,22634,-3
C542787,2011-02-01,10:22:00,15864,85141,-1
C542787,2011-02-01,10:22:00,15864,21319,-1
C542787,2011-02-01,10:22:00,15864,21318,-2
C542792,2011-02-01,10:49:00,14627,22730,-1
C542792,2011-02-01,10:49:00,14627,22505,-1
C542792,2011-02-01,10:49:00,14627,21259,-1
C542792,2011-02-01,10:49:00,14627,22891,-1
C542792,2011-02-01,10:49:00,14627,85123A,-1
C542793,2011-02-01,10:52:00,14113,22891,-6
C542793,2011-02-01,10:52:00,14113,22111,-72
C542798,2011-02-01,11:09:00,12477,21531,-1
C542798,2011-02-01,11:09:00,12477,21429,-1
C542799,2011-02-01,11:12:00,14606,22156,-1
C542799,2011-02-01,11:12:00,14606,85054,-1
C542805,2011-02-01,11:19:00,14606,22156,-1
C542805,2011-02-01,11:19:00,14606,85054,-1
C542832,2011-02-01,11:28:00,15694,35004B,-12
C542866,2011-02-01,12:14:00,15311,85063,-2
C542866,2011-02-01,12:14:00,15311,35004G,-2
C542866,2011-02-01,12:14:00,15311,35004C,-2
C542910,2011-02-01,15:38:00,17511,20726,-1
C542910,2011-02-01,15:38:00,17511,22671,-1
C542910,2011-02-01,15:38:00,17511,85099B,-1
C542910,2011-02-01,15:38:00,17511,85123A,-1
C542910,2011-02-01,15:38:00,17511,22360,-3
C542910,2011-02-01,15:38:00,17511,22659,-1
C542910,2011-02-01,15:38:00,17511,22061,-1
C542910,2011-02-01,15:38:00,17511,21537,-1
C542910,2011-02-01,15:38:00,17511,20727,-2
C542910,2011-02-01,15:38:00,17511,22169,-1
C542910,2011-02-01,15:38:00,17511,22423,-2
C542912,2011-02-01,15:49:00,13141,22697,-1
C542913,2011-02-01,15:57:00,16779,22197,-2
C542913,2011-02-01,15:57:00,16779,21041,-1
C542916,2011-02-01,16:21:00,15940,M,-1
C542924,2011-02-02,09:39:00,12559,22423,-2
C542951,2011-02-02,11:16:00,16985,22856,-2
C542991,2011-02-02,11:54:00,14460,85019C,-12
C543004,2011-02-02,12:40:00,13939,22470,-4
C543026,2011-02-02,14:44:00,16717,22198,-2
C543026,2011-02-02,14:44:00,16717,22768,-2
C543026,2011-02-02,14:44:00,16717,21844,-2
C543039,2011-02-02,16:31:00,16992,84946,-2
C543039,2011-02-02,16:31:00,16992,22768,-1
C543042,2011-02-02,17:09:00,17337,22087,-12
C543050,2011-02-03,10:14:00,12625,POST,-1
C543050,2011-02-03,10:14:00,12625,22242,-24
C543050,2011-02-03,10:14:00,12625,22962,-2
C543050,2011-02-03,10:14:00,12625,22637,-2
C543050,2011-02-03,10:14:00,12625,22963,-6
C543052,2011-02-03,10:20:00,14180,22797,-1
